p,	r,	result
139,	2,	Regular
149,	1,	Regular
149,	2,	Regular
151,	1,	True	
151,	2,	Regular
157,	1,	Regular
157,	2,	Regular
163,	1,	True	
163,	2,	Regular
167,	1,	True	
167,	2,	Regular
173,	1,	Regular
173,	2,	Regular
179,	1,	True	
179,	2,	Regular
181,	1,	True	
181,	2,	Regular
191,	1,	Regular
191,	2,	Regular
193,	1,	True	
193,	2,	Regular
197,	1,	Regular
197,	2,	Regular
199,	1,	True	
199,	2,	Regular
211,	1,	True	
211,	2,	Regular
223,	1,	True	
223,	2,	Regular
227,	1,	True	
227,	2,	Regular
229,	1,	True	
229,	2,	Regular
233,	1,	True	
233,	2,	Regular
239,	1,	Regular
239,	2,	Regular
241,	1,	Regular
241,	2,	Regular
251,	1,	Regular
251,	2,	Regular
257,	1,	True	
257,	2,	Regular
263,	1,	Regular
263,	2,	Regular
269,	1,	Regular
269,	2,	Regular
271,	1,	Regular
271,	2,	Regular
277,	1,	Regular
277,	2,	Regular
281,	1,	True	
281,	2,	Regular
283,	1,	Regular
283,	2,	Regular
293,	1,	True	
293,	2,	Regular
307,	1,	Regular
307,	2,	Regular
311,	1,	True	
311,	2,	Regular
313,	1,	True	
313,	2,	Regular
317,	1,	True	
317,	2,	Regular
331,	1,	Regular
331,	2,	Regular
337,	1,	Regular
337,	2,	Regular
347,	1,	Regular
347,	2,	Regular
349,	1,	True	
349,	2,	Regular
353,	1,	Regular
353,	2,	Regular
359,	1,	True	
359,	2,	Regular
367,	1,	True	
367,	2,	Regular
373,	1,	True	
373,	2,	Regular
379,	1,	Regular
379,	2,	Regular
383,	1,	Regular
383,	2,	Regular
389,	1,	True	
389,	2,	Regular
397,	1,	Regular
397,	2,	Regular
401,	1,	Regular
401,	2,	Regular
409,	1,	True	
409,	2,	Regular
419,	1,	True	
419,	2,	Regular
421,	1,	True	
421,	2,	Regular
431,	1,	Regular
431,	2,	Regular
433,	1,	True	
433,	2,	Regular
439,	1,	Regular
439,	2,	Regular
443,	1,	True	
443,	2,	Regular
449,	1,	True	
449,	2,	Regular
457,	1,	Regular
457,	2,	Regular
461,	1,	True	
461,	2,	Regular
463,	1,	True	
463,	2,	Regular
467,	1,	True	
467,	2,	Regular
479,	1,	Regular
479,	2,	Regular
487,	1,	Regular
487,	2,	Regular
491,	1,	Regular
499,	1,	True	
503,	1,	True	
509,	1,	True	
521,	1,	Regular
523,	1,	Regular
541,	1,	Regular
547,	1,	True	
557,	1,	True	
563,	1,	True	
569,	1,	True	
571,	1,	Regular
577,	1,	True	
587,	1,	True	
593,	1,	True	
599,	1,	True	
601,	1,	Regular
607,	1,	True	
613,	1,	Regular
617,	1,	Regular
619,	1,	Regular
631,	1,	True	
641,	1,	True	
643,	1,	Regular
647,	1,	Regular
653,	1,	Regular
659,	1,	Regular
661,	1,	Regular
673,	1,	True	
677,	1,	True	
683,	1,	Regular
691,	1,	True	
701,	1,	True	
709,	1,	Regular
719,	1,	Regular
727,	1,	True	
733,	1,	Regular
739,	1,	Regular
743,	1,	True	
751,	1,	True	
757,	1,	True	
761,	1,	Regular
769,	1,	Regular
773,	1,	Regular
787,	1,	True	
797,	1,	True	
809,	1,	True	
811,	1,	Regular
821,	1,	True	
823,	1,	Regular
827,	1,	Regular
829,	1,	True	
839,	1,	True	
853,	1,	Regular
857,	1,	True	
859,	1,	True	
863,	1,	Regular
877,	1,	True	
881,	1,	True	
883,	1,	Regular
887,	1,	True	
907,	1,	Regular
911,	1,	Regular
919,	1,	True	
929,	1,	Regular
937,	1,	True	
941,	1,	Regular
947,	1,	Regular
953,	1,	True	
967,	1,	Regular
971,	1,	True	
977,	1,	Regular
983,	1,	True	
991,	1,	Regular
997,	1,	True	
1009,	1,	True	
1013,	1,	True	
1019,	1,	Regular
1021,	1,	Regular
1031,	1,	True	
1033,	1,	True	
1039,	1,	True	
1049,	1,	True	
1051,	1,	Regular
1061,	1,	Regular
1063,	1,	True	
1069,	1,	True	
1087,	1,	Regular
1091,	1,	True	
1093,	1,	Regular
1097,	1,	Regular
1103,	1,	True	
1109,	1,	Regular
1117,	1,	Regular
1123,	1,	Regular
1129,	1,	Regular
1151,	1,	True	
1153,	1,	Regular
1163,	1,	True	
1171,	1,	True	
1181,	1,	Regular
1187,	1,	Regular
1193,	1,	Regular
1201,	1,	True	
1213,	1,	True	
1217,	1,	Regular
1223,	1,	Regular
1229,	1,	Regular
1231,	1,	Regular
1237,	1,	True	
1249,	1,	Regular
1259,	1,	Regular
1277,	1,	Regular
1279,	1,	True	
1283,	1,	Regular
1289,	1,	True	
1291,	1,	True	
1297,	1,	Regular
1301,	1,	Regular
1303,	1,	Regular
1307,	1,	True	
1319,	1,	Regular
1321,	1,	True	
1327,	1,	True	
1361,	1,	True	
1367,	1,	Regular
1373,	1,	True	
1381,	1,	Regular
1399,	1,	Regular
1409,	1,	True	
1423,	1,	True	
1427,	1,	Regular
1429,	1,	True	
1433,	1,	True	
1439,	1,	True	
1447,	1,	Regular
1451,	1,	True	
1453,	1,	True	
1459,	1,	Regular
1471,	1,	Regular
1481,	1,	Regular
1483,	1,	True	
1487,	1,	True	
1489,	1,	Regular
1493,	1,	Regular
1499,	1,	Regular
1511,	1,	Regular
1523,	1,	True	
1531,	1,	Regular
1543,	1,	True	
1549,	1,	True	
1553,	1,	Regular
1559,	1,	Regular
1567,	1,	Regular
1571,	1,	True	
1579,	1,	Regular
1583,	1,	Regular
1597,	1,	True	
1601,	1,	Regular
1607,	1,	Regular
1609,	1,	True	
1613,	1,	True	
1619,	1,	Regular
1621,	1,	True	
1627,	1,	True	
1637,	1,	True	
1657,	1,	Regular
1663,	1,	Regular
1667,	1,	True	
1669,	1,	Regular
1693,	1,	Regular
1697,	1,	True	
1699,	1,	Regular
1709,	1,	Regular
1721,	1,	True	
1723,	1,	True	
1733,	1,	True	
1741,	1,	Regular
1747,	1,	Regular
1753,	1,	Regular
1759,	1,	True	
1777,	1,	True	
1783,	1,	True	
1787,	1,	Regular
1789,	1,	Regular
1801,	1,	True	
1811,	1,	Regular
1823,	1,	Regular
1831,	1,	True	
1847,	1,	Regular
1861,	1,	Regular
1867,	1,	Regular
1871,	1,	True	
1873,	1,	True	
1877,	1,	True	
1879,	1,	True	
1889,	1,	Regular
1901,	1,	Regular
1907,	1,	Regular
1913,	1,	True	
1931,	1,	Regular
1933,	1,	Regular
1949,	1,	True	
1951,	1,	Regular
1973,	1,	True	
1979,	1,	True	
1987,	1,	True	
1993,	1,	True	
1997,	1,	True	
1999,	1,	Regular
2003,	1,	True	
2011,	1,	Regular
2017,	1,	True	
2027,	1,	Regular
2029,	1,	Regular
2039,	1,	Regular
2053,	1,	Regular
2063,	1,	Regular
2069,	1,	Regular
2081,	1,	True	
2083,	1,	True	
2087,	1,	True	
2089,	1,	Regular
2099,	1,	True	
2111,	1,	True	
2113,	1,	True	
2129,	1,	Regular
2131,	1,	Regular
2137,	1,	True	
2141,	1,	True	
2143,	1,	Regular
2153,	1,	True	
2161,	1,	True	
2179,	1,	Regular
2203,	1,	True	
2207,	1,	True	
2213,	1,	Regular
2221,	1,	Regular
2237,	1,	Regular
2239,	1,	True	
2243,	1,	Regular
2251,	1,	Regular
2267,	1,	True	
2269,	1,	True	
2273,	1,	Regular
2281,	1,	Regular
2287,	1,	True	
2293,	1,	Regular
2297,	1,	True	
2309,	1,	Regular
2311,	1,	Regular
2333,	1,	True	
2339,	1,	Regular
2341,	1,	True	
2347,	1,	True	
2351,	1,	Regular
2357,	1,	Regular
2371,	1,	Regular
2377,	1,	Regular
2381,	1,	True	
2383,	1,	True	
2389,	1,	True	
2393,	1,	True	
2399,	1,	Regular
2411,	1,	Regular
2417,	1,	True	
2423,	1,	True	
2437,	1,	True	
2441,	1,	True	
2447,	1,	Regular
2459,	1,	True	
2467,	1,	True	
2473,	1,	True	
2477,	1,	True	
2503,	1,	Regular
2521,	1,	True	
2531,	1,	True	
2539,	1,	Regular
2543,	1,	True	
2549,	1,	True	
2551,	1,	True	
2557,	1,	True	
2579,	1,	True	
2591,	1,	Regular
2593,	1,	Regular
2609,	1,	Regular
2617,	1,	Regular
2621,	1,	Regular
2633,	1,	Regular
2647,	1,	True	
2657,	1,	Regular
2659,	1,	Regular
2663,	1,	True	
2671,	1,	True	
2677,	1,	True	
2683,	1,	Regular
2687,	1,	Regular
2689,	1,	True	
2693,	1,	Regular
2699,	1,	True	
2707,	1,	Regular
2711,	1,	Regular
2713,	1,	Regular
2719,	1,	True	
2729,	1,	Regular
2731,	1,	True	
2741,	1,	True	
2749,	1,	True	
2753,	1,	Regular
2767,	1,	True	
2777,	1,	Regular
2789,	1,	Regular
2791,	1,	Regular
2797,	1,	Regular
2801,	1,	Regular
2803,	1,	True	
2819,	1,	True	
2833,	1,	True	
2837,	1,	Regular
2843,	1,	True	
2851,	1,	True	
2857,	1,	Regular
2861,	1,	True	
2879,	1,	Regular
2887,	1,	True	
2897,	1,	True	
2903,	1,	Regular
2909,	1,	Regular
2917,	1,	Regular
2927,	1,	True	
2939,	1,	Regular
2953,	1,	True	
2957,	1,	True	
2963,	1,	Regular
2969,	1,	Regular
2971,	1,	True	
2999,	1,	True	
3001,	1,	True	
3011,	1,	Regular
3019,	1,	True	
3023,	1,	True	
3037,	1,	True	
3041,	1,	True	
3049,	1,	True	
3061,	1,	Regular
3067,	1,	Regular
3079,	1,	Regular
3083,	1,	Regular
3089,	1,	Regular
3109,	1,	Regular
3119,	1,	Regular
3121,	1,	True	
3137,	1,	True	
3163,	1,	Regular
3167,	1,	Regular
3169,	1,	True	
3181,	1,	Regular
3187,	1,	True	
3191,	1,	Regular
3203,	1,	Regular
3209,	1,	True	
3217,	1,	Regular
3221,	1,	Regular
3229,	1,	True	
3251,	1,	Regular
3253,	1,	True	
3257,	1,	Regular
3259,	1,	Regular
3271,	1,	Regular
3299,	1,	Regular
3301,	1,	True	
3307,	1,	Regular
3313,	1,	True	
3319,	1,	True	
3323,	1,	True	
3329,	1,	True	
3331,	1,	True	
3343,	1,	Regular
3347,	1,	True	
3359,	1,	True	
3361,	1,	Regular
3371,	1,	Regular
3373,	1,	Regular
3389,	1,	True	
3391,	1,	Regular
3407,	1,	True	
3413,	1,	True	
3433,	1,	Regular
3449,	1,	Regular
3457,	1,	True	
3461,	1,	True	
3463,	1,	Regular
3467,	1,	Regular
3469,	1,	True	
3491,	1,	True	
3499,	1,	Regular
3511,	1,	True	
3517,	1,	True	
3527,	1,	Regular
3529,	1,	Regular
3533,	1,	Regular
3539,	1,	Regular
3541,	1,	Regular
3547,	1,	True	
3557,	1,	Regular
3559,	1,	Regular
3571,	1,	True	
3581,	1,	Regular
3583,	1,	True	
3593,	1,	Regular
3607,	1,	True	
3613,	1,	True	
3617,	1,	True	
3623,	1,	Regular
3631,	1,	Regular
3637,	1,	Regular
3643,	1,	Regular
3659,	1,	True	
3671,	1,	True	
3673,	1,	Regular
3677,	1,	True	
3691,	1,	Regular
3697,	1,	True	
3701,	1,	True	
3709,	1,	True	
3719,	1,	Regular
3727,	1,	Regular
3733,	1,	True	
3739,	1,	True	
3761,	1,	Regular
3767,	1,	Regular
3769,	1,	Regular
3779,	1,	True	
3793,	1,	True	
3797,	1,	Regular
3803,	1,	True	
3821,	1,	Regular
3823,	1,	Regular
3833,	1,	True	
3847,	1,	True	
3851,	1,	True	
3853,	1,	True	
3863,	1,	Regular
3877,	1,	True	
3881,	1,	Regular
3889,	1,	True	
3907,	1,	Regular
3911,	1,	True	
3917,	1,	Regular
3919,	1,	Regular
3923,	1,	True	
3929,	1,	Regular
3931,	1,	True	
3943,	1,	Regular
3947,	1,	True	
3967,	1,	True	
3989,	1,	True	
4001,	1,	Regular
4003,	1,	Regular
4007,	1,	Regular
4013,	1,	Regular
4019,	1,	Regular
4021,	1,	True	
4027,	1,	Regular
4049,	1,	Regular
4051,	1,	Regular
4057,	1,	True	
4073,	1,	True	
4079,	1,	Regular
4091,	1,	Regular
4093,	1,	Regular
4099,	1,	True	
4111,	1,	True	
4127,	1,	True	
4129,	1,	True	
4133,	1,	True	
4139,	1,	Regular
4153,	1,	Regular
4157,	1,	Regular
4159,	1,	True	
4177,	1,	True	
4201,	1,	Regular
4211,	1,	Regular
4217,	1,	Regular
4219,	1,	Regular
4229,	1,	True	
4231,	1,	Regular
4241,	1,	True	
4243,	1,	True	
4253,	1,	True	
4259,	1,	True	
4261,	1,	True	
4271,	1,	True	
4273,	1,	True	
4283,	1,	Regular
4289,	1,	Regular
4297,	1,	True	
4327,	1,	Regular
4337,	1,	True	
4339,	1,	True	
4349,	1,	Regular
4357,	1,	True	
4363,	1,	True	
4373,	1,	Regular
4391,	1,	True	
4397,	1,	True	
4409,	1,	True	
4421,	1,	Regular
4423,	1,	True	
4441,	1,	True	
4447,	1,	True	
4451,	1,	True	
4457,	1,	True	
4463,	1,	True	
4481,	1,	Regular
4483,	1,	Regular
4493,	1,	Regular
4507,	1,	Regular
4513,	1,	Regular
4517,	1,	True	
4519,	1,	Regular
4523,	1,	True	
4547,	1,	True	
4549,	1,	Regular
4561,	1,	Regular
4567,	1,	Regular
4583,	1,	Regular
4591,	1,	Regular
4597,	1,	True	
4603,	1,	True	
4621,	1,	True	
4637,	1,	True	
4639,	1,	True	
4643,	1,	Regular
4649,	1,	True	
4651,	1,	True	
4657,	1,	Regular
4663,	1,	True	
4673,	1,	True	
4679,	1,	True	
4691,	1,	True	
4703,	1,	Regular
4721,	1,	Regular
4723,	1,	True	
4729,	1,	True	
4733,	1,	True	
4751,	1,	Regular
4759,	1,	Regular
4783,	1,	Regular
4787,	1,	True	
4789,	1,	Regular
4793,	1,	True	
4799,	1,	True	
4801,	1,	Regular
4813,	1,	True	
4817,	1,	True	
4831,	1,	Regular
4861,	1,	True	
4871,	1,	True	
4877,	1,	Regular
4889,	1,	Regular
4903,	1,	True	
4909,	1,	Regular
4919,	1,	True	
4931,	1,	True	
4933,	1,	True	
4937,	1,	Regular
4943,	1,	Regular
4951,	1,	Regular
4957,	1,	True	
4967,	1,	Regular
4969,	1,	Regular
4973,	1,	True	
4987,	1,	True	
4993,	1,	True	
4999,	1,	Regular
5003,	1,	Regular
5009,	1,	Regular
5011,	1,	True	
5021,	1,	True	
5023,	1,	True	
5039,	1,	True	
5051,	1,	True	
5059,	1,	True	
5077,	1,	Regular
5081,	1,	True	
5087,	1,	True	
5099,	1,	True	
5101,	1,	Regular
5107,	1,	True	
5113,	1,	Regular
5119,	1,	True	
5147,	1,	Regular
5153,	1,	True	
5167,	1,	True	
5171,	1,	Regular
5179,	1,	Regular
5189,	1,	True	
5197,	1,	Regular
5209,	1,	True	
5227,	1,	True	
5231,	1,	Regular
5233,	1,	Regular
5237,	1,	True	
5261,	1,	True	
5273,	1,	Regular
5279,	1,	True	
5281,	1,	Regular
5297,	1,	True	
5303,	1,	True	
5309,	1,	True	
5323,	1,	Regular
5333,	1,	True	
5347,	1,	Regular
5351,	1,	True	
5381,	1,	True	
5387,	1,	True	
5393,	1,	True	
5399,	1,	True	
5407,	1,	Regular
5413,	1,	Regular
5417,	1,	Regular
5419,	1,	Regular
5431,	1,	True	
5437,	1,	Regular
5441,	1,	Regular
5443,	1,	True	
5449,	1,	True	
5471,	1,	True	
5477,	1,	Regular
5479,	1,	Regular
5483,	1,	True	
5501,	1,	Regular
5503,	1,	Regular
5507,	1,	Regular
5519,	1,	True	
5521,	1,	True	
5527,	1,	Regular
5531,	1,	Regular
5557,	1,	True	
5563,	1,	Regular
5569,	1,	True	
5573,	1,	Regular
5581,	1,	True	
5591,	1,	True	
5623,	1,	True	
5639,	1,	True	
5641,	1,	Regular
5647,	1,	Regular
5651,	1,	True	
5653,	1,	True	
5657,	1,	Regular
5659,	1,	True	
5669,	1,	True	
5683,	1,	True	
5689,	1,	Regular
5693,	1,	Regular
5701,	1,	Regular
5711,	1,	Regular
5717,	1,	True	
5737,	1,	Regular
5741,	1,	Regular
5743,	1,	Regular
5749,	1,	True	
5779,	1,	True	
5783,	1,	Regular
5791,	1,	True	
5801,	1,	True	
5807,	1,	True	
5813,	1,	Regular
5821,	1,	True	
5827,	1,	True	
5839,	1,	True	
5843,	1,	True	
5849,	1,	Regular
5851,	1,	True	
5857,	1,	True	
5861,	1,	True	
5867,	1,	True	
5869,	1,	True	
5879,	1,	Regular
5881,	1,	Regular
5897,	1,	True	
5903,	1,	Regular
5923,	1,	Regular
5927,	1,	True	
5939,	1,	Regular
5953,	1,	True	
5981,	1,	Regular
5987,	1,	Regular
6007,	1,	True	
6011,	1,	Regular
6029,	1,	True	
6037,	1,	Regular
6043,	1,	Regular
6047,	1,	True	
6053,	1,	Regular
6067,	1,	Regular
6073,	1,	True	
6079,	1,	Regular
6089,	1,	True	
6091,	1,	Regular
6101,	1,	True	
6113,	1,	Regular
6121,	1,	True	
6131,	1,	Regular
6133,	1,	True	
6143,	1,	True	
6151,	1,	True	
6163,	1,	Regular
6173,	1,	Regular
6197,	1,	True	
6199,	1,	Regular
6203,	1,	True	
6211,	1,	Regular
6217,	1,	True	
6221,	1,	Regular
6229,	1,	Regular
6247,	1,	True	
6257,	1,	Regular
6263,	1,	Regular
6269,	1,	Regular
6271,	1,	True	
6277,	1,	True	
6287,	1,	Regular
6299,	1,	Regular
6301,	1,	Regular
6311,	1,	True	
6317,	1,	True	
6323,	1,	Regular
6329,	1,	True	
6337,	1,	True	
6343,	1,	True	
6353,	1,	Regular
6359,	1,	Regular
6361,	1,	Regular
6367,	1,	True	
6373,	1,	Regular
6379,	1,	Regular
6389,	1,	True	
6397,	1,	True	
6421,	1,	True	
6427,	1,	True	
6449,	1,	True	
6451,	1,	Regular
6469,	1,	True	
6473,	1,	Regular
6481,	1,	Regular
6491,	1,	True	
6521,	1,	True	
6529,	1,	True	
6547,	1,	Regular
6551,	1,	Regular
6553,	1,	True	
6563,	1,	True	
6569,	1,	Regular
6571,	1,	True	
6577,	1,	True	
6581,	1,	Regular
6599,	1,	True	
6607,	1,	Regular
6619,	1,	True	
6637,	1,	True	
6653,	1,	True	
6659,	1,	Regular
6661,	1,	Regular
6673,	1,	True	
6679,	1,	True	
6689,	1,	True	
6691,	1,	Regular
6701,	1,	Regular
6703,	1,	True	
6709,	1,	True	
6719,	1,	True	
6733,	1,	Regular
6737,	1,	Regular
6761,	1,	True	
6763,	1,	Regular
6779,	1,	True	
6781,	1,	True	
6791,	1,	True	
6793,	1,	Regular
6803,	1,	True	
6823,	1,	Regular
6827,	1,	Regular
6829,	1,	Regular
6833,	1,	Regular
6841,	1,	True	
6857,	1,	Regular
6863,	1,	Regular
6869,	1,	Regular
6871,	1,	Regular
6883,	1,	Regular
6899,	1,	Regular
6907,	1,	True	
6911,	1,	Regular
6917,	1,	Regular
6947,	1,	True	
6949,	1,	True	
6959,	1,	Regular
6961,	1,	True	
6967,	1,	True	
6971,	1,	True	
6977,	1,	Regular
6983,	1,	Regular
6991,	1,	True	
6997,	1,	True	
7001,	1,	True	
7013,	1,	True	
7019,	1,	Regular
7027,	1,	Regular
7039,	1,	Regular
7043,	1,	True	
7057,	1,	Regular
7069,	1,	True	
7079,	1,	True	
7103,	1,	Regular
7109,	1,	Regular
7121,	1,	Regular
7127,	1,	True	
7129,	1,	Regular
7151,	1,	Regular
7159,	1,	True	
7177,	1,	True	
7187,	1,	True	
7193,	1,	Regular
7207,	1,	Regular
7211,	1,	True	
7213,	1,	True	
7219,	1,	Regular
7229,	1,	True	
7237,	1,	True	
7243,	1,	True	
7247,	1,	Regular
7253,	1,	True	
7283,	1,	True	
7297,	1,	Regular
7307,	1,	True	
7309,	1,	Regular
7321,	1,	Regular
7331,	1,	True	
7333,	1,	Regular
7349,	1,	Regular
7351,	1,	True	
7369,	1,	Regular
7393,	1,	Regular
7411,	1,	Regular
7417,	1,	True	
7433,	1,	Regular
7451,	1,	Regular
7457,	1,	True	
7459,	1,	True	
7477,	1,	Regular
7481,	1,	Regular
7487,	1,	Regular
7489,	1,	Regular
7499,	1,	True	
7507,	1,	Regular
7517,	1,	True	
7523,	1,	Regular
7529,	1,	Regular
7537,	1,	Regular
7541,	1,	Regular
7547,	1,	Regular
7549,	1,	True	
7559,	1,	True	
7561,	1,	True	
7573,	1,	Regular
7577,	1,	True	
7583,	1,	Regular
7589,	1,	True	
7591,	1,	Regular
7603,	1,	Regular
7607,	1,	True	
7621,	1,	Regular
7639,	1,	Regular
7643,	1,	True	
7649,	1,	True	
7669,	1,	Regular
7673,	1,	Regular
7681,	1,	True	
7687,	1,	True	
7691,	1,	True	
7699,	1,	True	
7703,	1,	Regular
7717,	1,	Regular
7723,	1,	True	
7727,	1,	True	
7741,	1,	True	
7753,	1,	True	
7757,	1,	Regular
7759,	1,	Regular
7789,	1,	Regular
7793,	1,	True	
7817,	1,	True	
7823,	1,	Regular
7829,	1,	Regular
7841,	1,	True	
7853,	1,	Regular
7867,	1,	Regular
7873,	1,	Regular
7877,	1,	Regular
7879,	1,	True	
7883,	1,	Regular
7901,	1,	True	
7907,	1,	True	
7919,	1,	True	
7927,	1,	True	
7933,	1,	Regular
7937,	1,	True	
7949,	1,	Regular
7951,	1,	Regular
7963,	1,	True	
7993,	1,	Regular
8009,	1,	True	
8011,	1,	Regular
8017,	1,	Regular
8039,	1,	Regular
8053,	1,	Regular
8059,	1,	True	
8069,	1,	Regular
8081,	1,	True	
8087,	1,	Regular
8089,	1,	True	
8093,	1,	Regular
8101,	1,	Regular
8111,	1,	Regular
8117,	1,	True	
8123,	1,	True	
8147,	1,	Regular
8161,	1,	True	
8167,	1,	Regular
8171,	1,	True	
8179,	1,	Regular
8191,	1,	True	
8209,	1,	True	
8219,	1,	True	
8221,	1,	True	
8231,	1,	Regular
8233,	1,	Regular
8237,	1,	Regular
8243,	1,	Regular
8263,	1,	True	
8269,	1,	True	
8273,	1,	Regular
8287,	1,	True	
8291,	1,	True	
8293,	1,	Regular
8297,	1,	Regular
8311,	1,	True	
8317,	1,	True	
8329,	1,	True	
8353,	1,	Regular
8363,	1,	True	
8369,	1,	Regular
8377,	1,	True	
8387,	1,	Regular
8389,	1,	True	
8419,	1,	Regular
8423,	1,	True	
8429,	1,	Regular
8431,	1,	Regular
8443,	1,	True	
8447,	1,	Regular
8461,	1,	Regular
8467,	1,	Regular
8501,	1,	True	
8513,	1,	Regular
8521,	1,	Regular
8527,	1,	True	
8537,	1,	True	
8539,	1,	Regular
8543,	1,	Regular
8563,	1,	Regular
8573,	1,	True	
8581,	1,	Regular
8597,	1,	True	
8599,	1,	True	
8609,	1,	Regular
8623,	1,	True	
8627,	1,	True	
8629,	1,	Regular
8641,	1,	True	
8647,	1,	True	
8663,	1,	True	
8669,	1,	Regular
8677,	1,	True	
8681,	1,	True	
8689,	1,	True	
8693,	1,	True	
8699,	1,	Regular
8707,	1,	Regular
8713,	1,	Regular
8719,	1,	Regular
8731,	1,	Regular
8737,	1,	Regular
8741,	1,	True	
8747,	1,	True	
8753,	1,	True	
8761,	1,	True	
8779,	1,	Regular
8783,	1,	True	
8803,	1,	Regular
8807,	1,	Regular
8819,	1,	True	
8821,	1,	Regular
8831,	1,	Regular
8837,	1,	Regular
8839,	1,	Regular
8849,	1,	True	
8861,	1,	Regular
8863,	1,	Regular
8867,	1,	True	
8887,	1,	Regular
8893,	1,	True	
8923,	1,	True	
8929,	1,	True	
8933,	1,	Regular
8941,	1,	True	
8951,	1,	Regular
8963,	1,	True	
8969,	1,	True	
8971,	1,	True	
8999,	1,	True	
9001,	1,	Regular
9007,	1,	True	
9011,	1,	Regular
9013,	1,	Regular
9029,	1,	True	
9041,	1,	Regular
9043,	1,	True	
9049,	1,	Regular
9059,	1,	True	
9067,	1,	True	
9091,	1,	True	
9103,	1,	Regular
9109,	1,	True	
9127,	1,	Regular
9133,	1,	True	
9137,	1,	True	
9151,	1,	True	
9157,	1,	True	
9161,	1,	True	
9173,	1,	Regular
9181,	1,	Regular
9187,	1,	True	
9199,	1,	Regular
9203,	1,	True	
9209,	1,	True	
9221,	1,	Regular
9227,	1,	True	
9239,	1,	Regular
9241,	1,	True	
9257,	1,	True	
9277,	1,	Regular
9281,	1,	True	
9283,	1,	Regular
9293,	1,	Regular
9311,	1,	True	
9319,	1,	True	
9323,	1,	Regular
9337,	1,	True	
9341,	1,	True	
9343,	1,	Regular
9349,	1,	True	
9371,	1,	Regular
9377,	1,	Regular
9391,	1,	True	
9397,	1,	True	
9403,	1,	Regular
9413,	1,	True	
9419,	1,	True	
9421,	1,	Regular
9431,	1,	True	
9433,	1,	True	
9437,	1,	Regular
9439,	1,	True	
9461,	1,	Regular
9463,	1,	Regular
9467,	1,	True	
9473,	1,	True	
9479,	1,	Regular
9491,	1,	True	
9497,	1,	Regular
9511,	1,	Regular
9521,	1,	Regular
9533,	1,	True	
9539,	1,	True	
9547,	1,	Regular
